Set,Set Theme,Within Set #,Frequency Rank,Original #,Japanese,Reading,Romaji Pronunciation,Meaning,Part of Speech,Verb Class,POS Subtype,Category,Bucket,Grammar Role / Notes,Frequency Count,Source Rank,Frequency % of Source,Frequency Source,Match Method,Lookup Term,POS / Fallback Note,wordfreq Zipf,Learned?,Notes,Vocab List Source,Classification Source,Why this set
3,School + Language + Work Basics,95,620,598,ペン,ペン,pen,pen,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,624,4697,0.00183081,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ペン,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,School/language/work anchor
3,School + Language + Work Basics,96,740,602,ボールペン,ボールペン,boorupen,ball-point pen,Noun,,Common noun,Misc/Bridge,Core open list,Noun-like word,133,14786,0.00039022,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ボールペン,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,School/language/work anchor
3,School + Language + Work Basics,97,596,14,明後日,あさって,asatte,day after tomorrow,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,750,4054,0.00220049,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,明後日,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",School/language/work anchor
3,School + Language + Work Basics,98,130,16,明日,あした,ashita,tomorrow,Noun,,Temporal noun,Time/Calendar,Core open list,Noun-like word,14829,278,0.04350805,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,明日,n-t,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n-t,School/language/work anchor
3,School + Language + Work Basics,99,516,50,いくつ,いくつ,ikutsu,"how many, how old",Pronoun,,Interrogative numeral pronoun,Adjectives/Adverbs/Abstract,Core open list,How many / how old,1310,2574,0.00384352,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,いくつ,adv,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override for N5 interrogative,School/language/work anchor
3,School + Language + Work Basics,100,20,658,もう,もう,mou,already; again; more,Adverb,,Adverb,Adjectives/Adverbs/Abstract,Core open list,Modifies verbs/adjectives/sentences / interjection-like use,86980,45,0.25519791,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,もう,"adv,int",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adv,int",School/language/work anchor
4,Food + Shopping + Money,1,332,35,甘い,あまい,amai,"generous, sweet",Adjective,,i-adjective,Food/Shopping,Core open list,Conjugates directly; dictionary form ends in い,3767,1052,0.01105232,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,甘い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Food/shopping/money anchor
4,Food + Shopping + Money,2,193,84,売る,うる,uru,to sell (v.t.),Verb,Godan (-ru ending),Main verb,Food/Shopping,Core open list,Transitive,8862,484,0.02600096,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,売る,"v5r,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vt",Food/shopping/money anchor
4,Food + Shopping + Money,3,176,104,お金,おかね,okane,money,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,10170,430,0.02983862,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,お金,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,4,437,108,お酒,おさけ,osake,sake; alcohol,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,2030,1816,0.00595599,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,お酒,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,5,368,115,お茶,おちゃ,ocha,(green) tea,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,3022,1265,0.0088665,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,お茶,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,6,511,131,お弁当,おべんとう,obentou,a boxed lunch,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,1341,2535,0.00393447,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,お弁当,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,7,510,148,買い物,かいもの,kaimono,shopping,Noun,,no-adjective noun,Food/Shopping,Core open list,Noun-like word,1346,2526,0.00394914,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,買い物,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Food/shopping/money anchor
4,Food + Shopping + Money,8,92,149,買う,かう,kau,to buy,Verb,Godan (-u ending),Main verb,Food/Shopping,Core open list,Transitive,22231,188,0.06522539,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,買う,"v5u,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5u,vt",Food/shopping/money anchor
4,Food + Shopping + Money,9,245,178,辛い,からい,karai,hot and spicy; salty,Adjective,,i-adjective,Food/Shopping,Core open list,Conjugates directly; dictionary form ends in い,5884,695,0.01726356,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,辛い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Food/shopping/money anchor
4,Food + Shopping + Money,10,509,183,カレー,カレー,karee,curry (abbr. for curry and rice),Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,1348,2522,0.00395501,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,カレー,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,11,642,197,喫茶店,きっさてん,kissaten,café,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,520,5431,0.00152567,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,喫茶店,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,12,739,202,牛肉,ぎゅうにく,gyuuniku,beef,Noun,,no-adjective noun,Food/Shopping,Core open list,Noun-like word,139,14373,0.00040782,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,牛肉,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Food/shopping/money anchor
4,Food + Shopping + Money,13,645,203,牛乳,ぎゅうにゅう,gyuunyuu,milk,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,497,5682,0.00145819,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,牛乳,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,14,708,219,果物,くだもの,kudamono,fruit,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,228,10225,0.00066895,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,果物,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,15,651,247,紅茶,こうちゃ,koucha,black tea,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,476,5873,0.00139658,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,紅茶,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,16,413,251,コーヒー,コーヒー,koohii,coffee,Noun,,Common noun,Food/Shopping,Core open list,Special reading/orthography tag in source,2293,1628,0.00672762,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,コーヒー,ateji,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: ateji,Food/shopping/money anchor
4,Food + Shopping + Money,17,449,265,御飯,ごはん,gohan,rice (cooked); meal,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,1882,1927,0.00552176,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,御飯,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,18,346,277,魚,さかな,sakana,fish,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,3527,1110,0.01034816,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,魚,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,19,636,322,食堂,しょくどう,shokudou,"cafeteria, dining hall",Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,546,5233,0.00160196,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,食堂,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,20,226,379,高い,たかい,takai,"tall, high; expensive",Adjective,,i-adjective,Food/Shopping,Core open list,Conjugates directly; dictionary form ends in い,7114,595,0.02087236,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,高い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Food/shopping/money anchor
4,Food + Shopping + Money,21,573,392,食べ物,たべもの,tabemono,food,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,895,3527,0.00262592,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,食べ物,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,22,502,394,卵,たまご,tamago,egg,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,1436,2397,0.0042132,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,卵,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,23,736,407,茶色,ちゃいろ,chairo,brown,Noun,,no-adjective noun,Food/Shopping,Core open list,Noun-like word,144,14047,0.00042249,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,茶色,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Food/shopping/money anchor
4,Food + Shopping + Money,24,715,408,茶碗,ちゃわん,chawan,rice bowl,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,211,10833,0.00061907,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,茶碗,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,25,734,434,デパート,デパート,depaato,(abbr.) department store,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,154,13436,0.00045183,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,デパート,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,26,748,472,鶏肉,とりにく,toriniku,chicken meat,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,109,16829,0.0003198,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,鶏肉,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,27,372,498,肉,にく,niku,meat,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,2907,1314,0.00852909,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,肉,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,28,622,514,飲み物,のみもの,nomimono,"drink, beverage",Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,623,4703,0.00182787,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,飲み物,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,29,430,552,パン,パン,pan,bread,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,2084,1767,0.00611442,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,パン,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,30,798,574,昼御飯,ひるごはん,hirugohan,"lunch, midday meal",Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,2,85068,5.87e-06,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,昼御飯,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,31,745,583,豚肉,ぶたにく,butaniku,pork,Noun,,no-adjective noun,Food/Shopping,Core open list,Noun-like word,120,15825,0.00035208,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,豚肉,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Food/shopping/money anchor
4,Food + Shopping + Money,32,404,624,まずい,まずい,mazui,"terrible (in reference to food), unappetizing, unpleasant (taste)",Adjective,,i-adjective,Food/Shopping,Core open list,Conjugates directly; dictionary form ends in い,2446,1536,0.00717652,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,まずい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Food/shopping/money anchor
4,Food + Shopping + Money,33,311,638,水,みず,mizu,water,Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,4286,924,0.01257505,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,水,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,34,143,639,店,みせ,mise,"store, shop",Noun,,Common noun,Food/Shopping,Core open list,Noun-like word,13239,323,0.03884301,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,店,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Food/shopping/money anchor
4,Food + Shopping + Money,35,478,668,野菜,やさい,yasai,vegetable,Noun,,no-adjective noun,Food/Shopping,Core open list,Noun-like word,1585,2214,0.00465036,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,野菜,"n,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-no",Food/shopping/money anchor
